URL,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace area,Garden,Garden area,Surface of the land,Number of facades,Swimming pool,State of the building,Zip code
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24683,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24682,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24681,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24680,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24679,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24678,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24677,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24676,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24675,,Apartment,apartment,,for sale,,,,,,,,,,,,,,
https://immovlan.be/en/detail/loft/for-sale/2890/oppuurs/rbv24674,2890 Oppuurs,Apartment,loft,565000.0,for sale,2.0,125.0,,0.0,,1.0,,0.0,,,3.0,,,2890.0
https://immovlan.be/en/detail/residence/for-sale/2850/boom/rbv24673,2850 Boom,House,residence,353000.0,for sale,3.0,267.0,,0.0,,1.0,,1.0,,173.0,2.0,,Normal,2850.0
https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbv24634,2800 Mechelen,House,residence,365000.0,for sale,4.0,127.0,,,,1.0,,,,78.0,2.0,,Normal,2800.0
https://immovlan.be/en/detail/apartment/for-sale/2560/nijlen/rbv24602,2560 Nijlen,Apartment,apartment,199000.0,for sale,2.0,75.0,,,,1.0,,0.0,,,,,Normal,2560.0
https://immovlan.be/en/detail/apartment/for-sale/2288/bouwel/rbv24601,2288 Bouwel,Apartment,apartment,268000.0,for sale,2.0,96.0,,,,1.0,,0.0,,,,,Normal,2288.0
https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbv24596,2170 Merksem,House,residence,550000.0,for sale,3.0,161.0,Super equipped,,,1.0,,1.0,,189.0,2.0,,New,2170.0
https://immovlan.be/en/detail/ground-floor/for-sale/2170/merksem/rbt76681,2170 Merksem,Apartment,ground-floor,269000.0,for sale,1.0,48.0,,0.0,,1.0,,1.0,75.0,,2.0,,Normal,2170.0
https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbv24580,2050 Antwerp,Apartment,apartment,275000.0,for sale,3.0,110.0,,,,1.0,,0.0,,,,,,2050.0
https://immovlan.be/en/detail/apartment/for-sale/2930/brasschaat/rbv23383,2930 Brasschaat,Apartment,apartment,349000.0,for sale,3.0,144.0,,0.0,,1.0,,0.0,,,2.0,,Excellent,2930.0
https://immovlan.be/en/detail/apartment/for-sale/2570/duffel/rbv26091,2570 Duffel,Apartment,apartment,320000.0,for sale,2.0,96.0,,0.0,,1.0,,0.0,,,2.0,,Normal,2570.0
https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbv25257,2300 Turnhout,Apartment,apartment,349000.0,for sale,2.0,119.0,,0.0,,1.0,,0.0,,,2.0,,Normal,2300.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv25251,2440 Geel,Apartment,apartment,210000.0,for sale,4.0,156.0,,0.0,,0.0,,0.0,,,3.0,,Normal,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbv25136,2000 Antwerp,Apartment,apartment,187000.0,for sale,,32.0,,0.0,,0.0,,1.0,,,2.0,,Normal,2000.0
https://immovlan.be/en/detail/residence/for-sale/2340/beerse/rbv24867,2340 Beerse,House,residence,589000.0,for sale,4.0,297.0,,0.0,,1.0,,1.0,,985.0,4.0,,Normal,2340.0
https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbv24797,2860 Sint-Katelijne-Waver,House,residence,595000.0,for sale,4.0,255.0,,0.0,,0.0,,1.0,,2400.0,4.0,,Normal,2860.0
https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbv24242,2200 Herentals,House,residence,475000.0,for sale,3.0,164.0,,0.0,,1.0,,1.0,,475.0,3.0,,Normal,2200.0
https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbv24111,2800 Mechelen,House,residence,490000.0,for sale,3.0,153.0,,0.0,,0.0,,1.0,,93.0,3.0,,To be renovated,2800.0
https://immovlan.be/en/detail/residence/for-sale/2620/hemiksem/rbv24108,2620 Hemiksem,House,residence,295000.0,for sale,3.0,114.0,,0.0,,1.0,,1.0,187.0,280.0,2.0,,To be renovated,2620.0
https://immovlan.be/en/detail/residence/for-sale/2830/willebroek/rbv24070,2830 Willebroek,House,residence,349000.0,for sale,4.0,196.0,,0.0,,0.0,,1.0,27.0,135.0,2.0,,To be renovated,2830.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24036,2440 Geel,Apartment,apartment,334059.0,for sale,3.0,107.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24035,2440 Geel,Apartment,apartment,295361.0,for sale,2.0,93.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24034,2440 Geel,Apartment,apartment,310455.0,for sale,2.0,99.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24033,2440 Geel,Apartment,apartment,401015.0,for sale,3.0,129.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24032,2440 Geel,Apartment,apartment,300609.0,for sale,2.0,96.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24031,2440 Geel,Apartment,apartment,292287.0,for sale,1.0,88.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24030,2440 Geel,Apartment,apartment,244328.0,for sale,2.0,85.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv24029,2440 Geel,Apartment,apartment,258548.0,for sale,1.0,79.0,,,,1.0,,1.0,,,,,New,2440.0
https://immovlan.be/en/detail/residence/for-sale/2470/retie/rbv23048,2470 Retie,House,residence,399000.0,for sale,3.0,175.0,,0.0,,0.0,,1.0,,693.0,4.0,1.0,New,2470.0
https://immovlan.be/en/detail/studio/for-sale/2800/mechelen/rbv23908,2800 Mechelen,Apartment,studio,187000.0,for sale,1.0,39.0,,0.0,,1.0,,0.0,,,2.0,,Excellent,2800.0
https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbv23441,2310 Rijkevorsel,House,residence,399000.0,for sale,3.0,144.0,,0.0,,1.0,,1.0,,1402.0,4.0,,Normal,2310.0
https://immovlan.be/en/detail/residence/for-sale/2390/malle/rbv23068,2390 Malle,House,residence,549900.0,for sale,4.0,211.0,,0.0,,1.0,,1.0,500.0,855.0,3.0,,Normal,2390.0
https://immovlan.be/en/detail/residence/for-sale/2350/vosselaar/rbv23016,2350 Vosselaar,House,residence,219000.0,for sale,2.0,103.0,,0.0,,1.0,,1.0,,195.0,2.0,,To be renovated,2350.0
https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbv23007,2300 Turnhout,House,residence,370000.0,for sale,3.0,159.0,,0.0,,1.0,,1.0,,288.0,3.0,,Normal,2300.0
https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbv22968,2300 Turnhout,House,residence,389000.0,for sale,3.0,207.0,,0.0,,1.0,,1.0,,201.0,2.0,,Normal,2300.0
https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbv22825,2060 Antwerp,House,residence,205000.0,for sale,1.0,68.0,,0.0,,0.0,,0.0,,37.0,2.0,,To be renovated,2060.0
https://immovlan.be/en/detail/duplex/for-sale/2050/antwerp/rbv22821,2050 Antwerp,Apartment,duplex,395000.0,for sale,3.0,148.0,,0.0,,1.0,,0.0,,,2.0,,Normal,2050.0
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbv17219,2610 Wilrijk,Apartment,apartment,239000.0,for sale,1.0,65.0,,0.0,,1.0,,0.0,,,3.0,,Normal,2610.0
https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbv17218,2140 Borgerhout,Apartment,apartment,215000.0,for sale,2.0,103.0,,0.0,,1.0,,0.0,,,2.0,,Normal,2140.0
https://immovlan.be/en/detail/penthouse/for-sale/2018/antwerp/rbv17155,2018 Antwerp,Apartment,penthouse,489000.0,for sale,2.0,80.0,,0.0,,1.0,,0.0,,,2.0,,New,2018.0
https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbv14991,2610 Wilrijk,House,residence,549000.0,for sale,5.0,177.0,,0.0,,1.0,,1.0,27.0,110.0,2.0,,Normal,2610.0
https://immovlan.be/en/detail/mixed-building/for-sale/2000/antwerp/vbd80869,2000 Antwerp,House,mixed-building,3800000.0,for sale,,,,,,,,,,,2.0,,,2000.0
https://immovlan.be/en/detail/apartment/for-sale/2322/minderhout/rbv11827,2322 Minderhout,Apartment,apartment,349000.0,for sale,3.0,131.0,,0.0,,1.0,,0.0,,,3.0,,Normal,2322.0
