URL,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace area,Garden,Garden area,Surface of the land,Number of facades,Swimming pool,State of the building,Zip code
https://immovlan.be/en/detail/apartment/for-sale/5640/mettet/vbd87907,5640 Mettet,Apartment,apartment,235000,for sale,2,89.0,,0.0,,1.0,,1.0,,,,,Normal,5640
https://immovlan.be/en/detail/villa/for-sale/5650/fraire/vwd16656,5650 Fraire,Apartment,villa,250000,for sale,2,106.0,Partially equipped,,,1.0,,1.0,12000.0,,4.0,,Normal,5650
https://immovlan.be/en/detail/mixed-building/for-sale/5000/namur/vbd87824,5000 Namur,Apartment,mixed-building,650000,for sale,2,350.0,,0.0,,1.0,,0.0,,585.0,4.0,0.0,Normal,5000
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd87749,5000 Namur,Apartment,apartment,180000,for sale,2,53.0,Fully equipped,0.0,,1.0,,0.0,,,2.0,0.0,To be renovated,5000
https://immovlan.be/en/detail/residence/for-sale/5020/flawinne/vbd87745,5020 Flawinne,Apartment,residence,345000,for sale,3,138.0,,0.0,,1.0,,1.0,100.0,592.0,4.0,,,5020
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd87706,5000 Namur,Apartment,apartment,189000,for sale,1,136.0,Fully equipped,0.0,,0.0,,0.0,,,,0.0,Excellent,5000
https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbd87649,5000 Namur,Apartment,studio,135000,for sale,1,37.0,,0.0,,0.0,,0.0,,,2.0,0.0,To renovate,5000
https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vbd87645,5100 Dave,Apartment,apartment,289000,for sale,2,91.0,Fully equipped,0.0,,1.0,,,,,2.0,0.0,Normal,5100
https://immovlan.be/en/detail/residence/for-sale/5590/ciney/vbd87616,5590 Ciney,Apartment,residence,285000,for sale,2,123.0,Fully equipped,0.0,,1.0,,1.0,350.0,587.0,3.0,0.0,To renovate,5590
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd87560,5000 Namur,Apartment,apartment,249000,for sale,2,89.0,,0.0,,0.0,,0.0,,,,,,5000
https://immovlan.be/en/detail/apartment/for-sale/5580/rochefort/vbd87557,5580 Rochefort,Apartment,apartment,249000,for sale,3,120.0,,0.0,,1.0,,0.0,,,,,Fully renovated,5580
https://immovlan.be/en/detail/villa/for-sale/5580/rochefort/vbd87555,5580 Rochefort,Apartment,villa,380000,for sale,3,288.0,,0.0,,1.0,,1.0,,328.0,4.0,,,5580
https://immovlan.be/en/detail/apartment/for-sale/5640/mettet/vbd87496,5640 Mettet,Apartment,apartment,145000,for sale,1,69.0,,0.0,,0.0,,0.0,,,,,,5640
https://immovlan.be/en/detail/residence/in-public-sale/5170/lustin/vbd87364,5170 Lustin,Apartment,residence,140000,in public sale,3,,,,,1.0,,1.0,,,3.0,,,5170
https://immovlan.be/en/detail/residence/for-sale/5060/falisolle/vbd87306,5060 Falisolle,Apartment,residence,245000,for sale,2,140.0,,0.0,,1.0,,1.0,140.0,315.0,2.0,,Normal,5060
