URL,Zip code,City,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace area,Garden,Garden area,Surface of the land,Number of facades,Swimming pool,State of the building
https://immovlan.be/en/detail/villa/for-sale/1570/galmaarden/rbv36748,1570,Galmaarden,House,villa,549000,for sale,3,176,3,0,,1,99,1,567,1169,4,0,2
https://immovlan.be/en/detail/villa/for-sale/3210/lubbeek/rbv02073,3210,Lubbeek,House,villa,695000,for sale,5,445,,0,,1,,1,8376,8376,4,,0
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbv27919,2100,Deurne,Apartment,apartment,184500,for sale,2,94,,0,,0,,0,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbv23993,2260,Westerlo,House,residence,525000,for sale,4,244,,0,,1,,1,,,3,,1
https://immovlan.be/en/detail/duplex/for-sale/3051/sint-joris-weert/rbv33872,3051,Sint-Joris-Weert,Apartment,duplex,290000,for sale,2,75,,,,1,4,0,,,,,
https://immovlan.be/en/detail/villa/for-sale/8950/heuvelland/rbv36798,8950,Heuvelland,House,villa,2300000,for sale,3,606,,,,0,,1,,10000,4,,2
https://immovlan.be/en/detail/residence/for-sale/6534/gozee/vbd88662,6534,Gozée,House,residence,442040,for sale,3,158,,,,,,1,,1163,4,,4
https://immovlan.be/en/detail/apartment/for-sale/9000/gent/rbv31436,9000,Gent,Apartment,apartment,347500,for sale,2,85,2,0,,1,12,0,,,2,0,4
https://immovlan.be/en/detail/residence/for-sale/5660/couvin/vbd58812,5660,Couvin,House,residence,130000,for sale,2,154,1,0,,1,,0,,130,3,0,1
https://immovlan.be/en/detail/residence/for-sale/8890/moorslede/rbu78024,8890,Moorslede,House,residence,697000,for sale,5,,,,,1,,1,,9366,,,
https://immovlan.be/en/detail/villa/for-sale/1170/watermaal-bosvoorde/vbd20683,1170,Watermaal-Bosvoorde,House,villa,,for sale,5,710,2,0,,1,100,1,4000,4510,4,0,2
https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbv34351,2800,Mechelen,House,residence,399700,for sale,3,119,,0,,1,20,1,530,610,4,,
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbd57705,5100,Jambes,Apartment,apartment,327500,for sale,3,106,3,0,,1,5,0,,,,0,4
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd65241,1050,Elsene,House,residence,1750000,for sale,3,500,2,0,,1,,1,120,532,2,0,1
https://immovlan.be/en/detail/residence/for-sale/4317/faimes/vbd91801,4317,Faimes,House,residence,399000,for sale,4,198,3,0,,1,125,1,1600,2714,4,0,2
https://immovlan.be/en/detail/residence/for-sale/9200/appels/rbv37869,9200,Appels,House,residence,255000,for sale,3,136,,,0,1,23,1,227,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/3010/kessel-lo/rbv25775,3010,Kessel-Lo,Apartment,apartment,365000,for sale,2,109,,,,1,3,1,,,,,
https://immovlan.be/en/detail/triplex/for-sale/4630/soumagne/vbd63995,4630,Soumagne,Apartment,triplex,295000,for sale,0,521,,,,1,30,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbv24082,2800,Mechelen,House,residence,420000,for sale,4,150,,0,,1,,1,,173,2,,1
https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd83450,4460,Grâce-Hollogne,House,residence,145000,for sale,2,183,,,,1,30,1,500,687,4,,0
https://immovlan.be/en/detail/residence/for-sale/5070/fosses-la-ville/vbd88661,5070,Fosses-la-Ville,House,residence,429620,for sale,3,190,,,,,,1,,1530,4,,4
https://immovlan.be/en/detail/residence/for-sale/1421/ophain-bois-seigneur-isaac/vbd39724,1421,Ophain-Bois-Seigneur-Isaac,House,residence,460000,for sale,3,158,2,0,,1,30,1,350,519,3,0,3
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vwd16225,4000,Liege,Apartment,apartment,179000,for sale,2,80,3,,0,,,,,,,,1
https://immovlan.be/en/detail/duplex/for-sale/9000/gent/rbv35578,9000,Gent,Apartment,duplex,419000,for sale,3,151,,0,,1,6,0,,,2,,
https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbv27990,2100,Deurne,House,residence,299000,for sale,2,157,,0,,0,,1,30,96,2,,1
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd78188,1190,Vorst,Apartment,apartment,370000,for sale,1,91,,0,,1,2,0,,,2,0,1
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc88629,1000,Brussels,Apartment,apartment,2785000,for sale,7,785,2,1,,1,147,,,,2,0,2
https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd81318,7012,Flénu,House,residence,150000,for sale,2,,,,,1,,1,,281,,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vwd14105,1070,Anderlecht,Apartment,apartment,225000,for sale,3,85,,,,1,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7700/luingne/vbd93669,7700,Luingne,House,residence,219000,for sale,2,124,,,,,,,,108,2,,
https://immovlan.be/en/detail/chalet/for-sale/6960/dochamps/vbd67102,6960,Dochamps,Apartment,chalet,296000,for sale,3,142,,,,1,,,,1010,4,,1
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbv38848,8400,Oostende,Apartment,apartment,349000,for sale,2,118,,1,,1,,1,80,,,,2
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/rbv09718,1180,Ukkel,Apartment,apartment,695000,for sale,3,155,,,1,1,50,0,,,,,2
https://immovlan.be/en/detail/residence/for-sale/8840/staden/rbt74014,8840,Staden,House,residence,125000,for sale,3,124,,,,0,,1,,147,2,,
https://immovlan.be/en/detail/apartment/for-sale/1601/ruisbroek/vbd93713,1601,Ruisbroek,Apartment,apartment,295000,for sale,2,94,,0,,1,3,,,,2,,2
https://immovlan.be/en/detail/ground-floor/for-sale/1030/schaarbeek/vbd33263,1030,Schaarbeek,Apartment,ground-floor,,for sale,3,185,2,0,,1,10,1,62,,2,0,4
https://immovlan.be/en/detail/residence/for-sale/4710/lontzen/vbd83106,4710,Lontzen,House,residence,275000,for sale,3,,,,,0,,1,,222,,,
https://immovlan.be/en/detail/penthouse/for-sale/1050/elsene/vbb08313,1050,Elsene,Apartment,penthouse,1150000,for sale,3,208,2,0,,1,14,,,,2,0,2
https://immovlan.be/en/detail/mixed-building/for-sale/1030/schaarbeek/vbd33100,1030,Schaarbeek,House,mixed-building,720000,for sale,4,280,,0,,1,,1,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbd70778,5580,Rochefort,House,residence,140000,for sale,3,,,,,0,,0,,163,3,,1
https://immovlan.be/en/detail/residence/for-sale/1730/asse/rbv29995,1730,Asse,House,residence,325000,for sale,2,112,,,,1,,1,,232,2,,2
https://immovlan.be/en/detail/residence/for-sale/1190/vorst/vbd57591,1190,Vorst,House,residence,799000,for sale,4,228,,0,0,1,,1,,,,,1
https://immovlan.be/en/detail/ground-floor/for-sale/1050/elsene/vbd78838,1050,Elsene,Apartment,ground-floor,599000,for sale,2,110,2,0,,1,30,1,93,,2,0,4
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd88760,1040,Etterbeek,Apartment,apartment,290000,for sale,1,100,,0,,1,2,0,,,2,,0
https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rwc41676,3700,Tongeren,House,residence,558000,for sale,4,230,,,,1,16,1,1050,,4,,1
https://immovlan.be/en/detail/villa/for-sale/6880/bertrix/vaz79884,6880,Bertrix,House,villa,379000,for sale,6,313,1,0,,1,,1,,2945,4,,1
https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbv36541,8700,Tielt,House,residence,675000,for sale,3,248,,,,1,,1,230,701,,,1
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd66114,1020,Laken,Apartment,apartment,399000,for sale,3,143,2,,,1,13,0,,,2,,4
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd40845,1060,Sint-Gillis,Apartment,apartment,179000,for sale,1,70,,0,,0,,0,,,,0,0
https://immovlan.be/en/detail/apartment/for-sale/3000/leuven/rbv06895,3000,Leuven,Apartment,apartment,520000,for sale,2,103,,0,,1,15,0,,,2,,
https://immovlan.be/en/detail/residence/for-sale/9790/wortegem-petegem/rbv16747,9790,Wortegem-Petegem,House,residence,389000,for sale,4,167,,,,1,,1,,407,2,,4
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd49555,1150,Sint-Pieters-Woluwe,House,residence,795000,for sale,5,250,,0,,1,20,1,35,130,2,,2
https://immovlan.be/en/detail/studio/for-sale/8430/middelkerke/rbv34921,8430,Middelkerke,Apartment,studio,90000,for sale,,28,,1,,1,,1,,,,,2
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd35310,1050,Elsene,Apartment,apartment,1450000,for sale,3,275,3,0,,1,50,,,,2,0,0
https://immovlan.be/en/detail/residence/for-sale/4219/meeffe/vay46290,4219,Meeffe,House,residence,285000,for sale,4,,,0,,1,,1,222,487,4,,1
https://immovlan.be/en/detail/mixed-building/for-sale/1030/schaarbeek/vbd86227,1030,Schaarbeek,House,mixed-building,394000,for sale,5,160,,0,,1,28,0,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd91193,1180,Ukkel,Apartment,apartment,275000,for sale,2,75,,0,,1,2,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/9500/geraardsbergen/rbv27302,9500,Geraardsbergen,Apartment,apartment,304999,for sale,2,99,2,,,1,8,0,,,3,,4
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd44767,1140,Evere,Apartment,apartment,325000,for sale,2,83,2,,,1,5,1,,,2,0,4
https://immovlan.be/en/detail/residence/for-sale/4530/villers-le-bouillet/rbv28952,4530,Villers-le-Bouillet,House,residence,279000,for sale,3,166,,0,,1,60,1,200,565,2,,1
https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vbd88748,1000,Brussels,Apartment,duplex,595000,for sale,2,172,2,0,,1,20,1,,,2,0,3
https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbd80127,1000,Brussels,House,residence,369000,for sale,4,257,3,,,1,11,0,,,2,0,0
https://immovlan.be/en/detail/apartment/for-sale/8301/duinbergen/rbu38392,8301,Duinbergen,Apartment,apartment,995000,for sale,2,96,,1,,1,10,1,,,2,,
https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu69406,3580,Beringen,House,residence,,for sale,3,277,,0,,1,,0,,489,4,,0
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd84706,1050,Elsene,Apartment,apartment,595000,for sale,2,172,,,0,1,20,0,,,2,,4
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbd91958,4000,Liege,Apartment,apartment,199000,for sale,2,81,,,,1,2,,,,3,,1
https://immovlan.be/en/detail/apartment/for-sale/9830/sint-martens-latem/rbv37959,9830,Sint-Martens-Latem,Apartment,apartment,450000,for sale,1,73,2,0,,1,14,1,23,,3,0,4
https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbv36684,2260,Westerlo,House,residence,349000,for sale,3,149,,0,,0,,1,,3561,4,,0
https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbu79395,3550,Heusden-Zolder,Apartment,apartment,335000,for sale,2,118,,0,,1,,1,46,,2,,4
https://immovlan.be/en/detail/residence/for-sale/1200/sint-lambrechts-woluwe/vbd40743,1200,Sint-Lambrechts-Woluwe,House,residence,625000,for sale,4,196,,0,1,1,10,1,55,135,2,0,1
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vwd16667,6040,Jumet,House,residence,169000,for sale,2,93,3,,,1,,1,,200,2,,2
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc56990,1040,Etterbeek,Apartment,apartment,995000,for sale,3,198,0,,0,1,45,0,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/3720/kortessem/rbu77545,3720,Kortessem,House,residence,155000,for sale,2,130,,0,,0,,1,,535,4,,0
https://immovlan.be/en/detail/residence/for-sale/1200/sint-lambrechts-woluwe/vbd88018,1200,Sint-Lambrechts-Woluwe,House,residence,595000,for sale,4,145,,0,0,0,,0,,,,,1
https://immovlan.be/en/detail/apartment/for-sale/6980/la-roche-en-ardenne/vbd31743,6980,La,Apartment,apartment,365000,for sale,2,118,,0,,1,,,,,4,,4
https://immovlan.be/en/detail/mixed-building/for-sale/1070/anderlecht/vbd61064,1070,Anderlecht,House,mixed-building,395000,for sale,8,241,,0,,1,16,0,,89,2,0,0
https://immovlan.be/en/detail/residence/for-sale/1560/hoeilaart/vbd79560,1560,Hoeilaart,House,residence,625000,for sale,3,179,2,,,1,13,1,235,315,3,0,2
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc53656,1400,Nivelles,House,residence,335000,for sale,3,148,,0,,1,,1,110,327,3,,
https://immovlan.be/en/detail/ground-floor/for-sale/9472/iddergem/rbu84500,9472,Iddergem,Apartment,ground-floor,279000,for sale,2,98,2,0,,1,18,1,,,,,2
https://immovlan.be/en/detail/apartment/for-sale/1730/asse/rbv12567,1730,Asse,Apartment,apartment,220000,for sale,1,69,,0,,1,7,0,,,4,,1
https://immovlan.be/en/detail/apartment/for-sale/8660/de-panne/rbv24378,8660,De,Apartment,apartment,234500,for sale,,49,,,,1,,1,,,2,,4
https://immovlan.be/en/detail/apartment/for-sale/6762/saint-mard/vbd29389,6762,Saint-Mard,Apartment,apartment,99000,for sale,1,119,,,,0,,0,,,,0,
https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/vbd51213,1120,Neder-Over-Heembeek,Apartment,apartment,299000,for sale,3,100,,0,,1,12,0,,,4,0,1
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd91747,4000,Liege,House,residence,550000,for sale,4,270,,0,,1,,1,,3820,4,0,0
https://immovlan.be/en/detail/apartment/for-sale/9340/lede/rbv37556,9340,Lede,Apartment,apartment,449000,for sale,2,120,,0,0,1,35,0,,,,,4
https://immovlan.be/en/detail/mixed-building/for-sale/4130/esneux/vbd90354,4130,Esneux,House,mixed-building,279000,for sale,2,80,,0,,0,,1,90,166,2,0,1
https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbc57365,1370,Jodoigne,Apartment,apartment,238100,for sale,1,76,,,,1,8,1,,,,,4
https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbv31451,3130,Begijnendijk,House,residence,239000,for sale,3,123,3,,,1,,1,,475,4,,
https://immovlan.be/en/detail/residence/for-sale/1457/tourinnes-saint-lambert/vbd08556,1457,Tourinnes-Saint-Lambert,House,residence,375000,for sale,3,141,,0,,1,,1,,2172,4,,1
https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu61964,3900,Pelt,House,residence,327500,for sale,3,,,,,0,,1,,138,2,,4
https://immovlan.be/en/detail/villa/for-sale/7180/seneffe/vbd81084,7180,Seneffe,House,villa,319000,for sale,2,127,3,0,1,1,,1,1080,1180,4,,0
https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbv35207,2200,Herentals,House,residence,398000,for sale,3,183,,,,1,,1,,180,2,,4
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbd52429,1340,Ottignies,Apartment,apartment,310000,for sale,1,75,,0,,1,,0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd92926,1030,Schaarbeek,Apartment,apartment,335000,for sale,3,117,3,,,1,,1,80,,2,0,0
https://immovlan.be/en/detail/apartment/for-sale/5640/mettet/vbd87496,5640,Mettet,Apartment,apartment,145000,for sale,1,69,,0,,0,,0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1785/merchtem/rbv37942,1785,Merchtem,Apartment,apartment,299000,for sale,2,87,,,,1,,0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd33190,1030,Schaarbeek,Apartment,apartment,160000,for sale,1,68,3,0,,1,2,0,,,2,0,0
https://immovlan.be/en/detail/cottage/for-sale/6870/saint-hubert/rbu72397,6870,Saint-Hubert,Apartment,cottage,315000,for sale,4,,,0,,0,,0,,1375,3,,1
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd91165,4020,Liege,Apartment,apartment,165000,for sale,2,76,,0,,1,7,0,,,2,,2
https://immovlan.be/en/detail/duplex/for-sale/1348/louvain-la-neuve/vbd58726,1348,Louvain-la-Neuve,Apartment,duplex,395000,for sale,2,131,3,0,,1,13,0,,,2,0,0
https://immovlan.be/en/detail/residence/for-sale/1080/sint-jans-molenbeek/vbc95005,1080,Sint-Jans-Molenbeek,House,residence,385000,for sale,2,125,1,0,,0,,1,100,224,2,0,1
https://immovlan.be/en/detail/apartment/for-sale/3590/diepenbeek/rbv35631,3590,Diepenbeek,Apartment,apartment,310000,for sale,2,99,,0,,1,,0,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/1640/sint-genesius-rode/rbv16630,1640,Sint-Genesius-Rode,Apartment,apartment,555000,for sale,2,111,2,0,1,1,25,1,417,,,0,2
https://immovlan.be/en/detail/residence/for-sale/6760/virton/vaz07615,6760,Virton,House,residence,202000,for sale,,300,,,0,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd02091,1090,Jette,Apartment,apartment,169000,for sale,1,60,1,0,,1,2,,,,2,0,0
https://immovlan.be/en/detail/apartment/for-sale/6980/la-roche-en-ardenne/vbd31740,6980,La,Apartment,apartment,320000,for sale,2,172,,0,,1,,1,,,4,,4
https://immovlan.be/en/detail/residence/for-sale/3000/leuven/rbv00927,3000,Leuven,House,residence,1300000,for sale,8,600,3,,,1,,1,,39118,4,0,0
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd70940,1070,Anderlecht,Apartment,apartment,239000,for sale,3,90,3,0,,1,24,0,,,3,0,1
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd58219,1180,Ukkel,Apartment,apartment,250000,for sale,1,75,,0,,0,,0,,,2,,0
https://immovlan.be/en/detail/residence/for-sale/9100/sint-niklaas/rbv25992,9100,Sint-Niklaas,House,residence,449000,for sale,3,217,,0,,1,30,1,200,359,2,,1
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd93328,6061,Montignies-sur-Sambre,House,residence,149000,for sale,2,64,,,,1,5,1,,93,2,,
https://immovlan.be/en/detail/duplex/for-sale/8620/nieuwpoort/rbv25333,8620,Nieuwpoort,Apartment,duplex,545000,for sale,2,127,,,,1,9,0,,,,1,4
https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbv30702,2300,Turnhout,Apartment,apartment,305000,for sale,2,90,,0,,1,43,0,,,3,,4
https://immovlan.be/en/detail/residence/for-sale/3582/koersel/rbv01101,3582,Koersel,House,residence,699000,for sale,4,296,,,,1,40,1,,780,2,,
https://immovlan.be/en/detail/villa/for-sale/1470/genappe/vbd49389,1470,Genappe,House,villa,465000,for sale,3,169,,0,1,1,15,1,762,762,4,1,1
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd57883,1000,Brussels,Apartment,apartment,1150000,for sale,3,215,2,0,,1,17,1,700,,2,0,3
https://immovlan.be/en/detail/residence/for-sale/4360/bergilers/vbd88243,4360,Bergilers,House,residence,475000,for sale,0,,,0,,0,,0,,1343,,,0
https://immovlan.be/en/detail/ground-floor/for-sale/7500/tournai/vbd83204,7500,Tournai,Apartment,ground-floor,140000,for sale,1,81,,,,0,,0,,,3,,2
https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/rwc41623,1030,Schaarbeek,House,residence,479000,for sale,3,199,,,,1,,1,,,1,,2
https://immovlan.be/en/detail/duplex/for-sale/4020/liege/vbd88792,4020,Liege,Apartment,duplex,269000,for sale,3,121,3,0,,1,6,0,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/5340/gesves/vbd61861,5340,Gesves,House,residence,332931,for sale,4,154,,,,,,1,,600,4,,4
https://immovlan.be/en/detail/residence/for-sale/4300/oleye/vbd87462,4300,Oleye,House,residence,535509,for sale,3,190,,,,,,1,,2727,4,,4
https://immovlan.be/en/detail/residence/for-sale/1367/grand-rosiere-hottomont/vbd46549,1367,Grand-Rosière-Hottomont,House,residence,450000,for sale,4,244,,,,0,,1,,,,,
https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbv36847,2060,Antwerp,House,residence,395000,for sale,3,236,,0,,0,,1,,145,2,,0
https://immovlan.be/en/detail/studio/for-sale/3000/leuven/rbv00879,3000,Leuven,Apartment,studio,179000,for sale,1,30,3,1,,1,,1,,,2,0,2
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd84495,1150,Sint-Pieters-Woluwe,Apartment,apartment,445000,for sale,3,127,2,0,,1,15,0,,,2,0,2
https://immovlan.be/en/detail/residence/for-sale/4620/fleron/vbd88330,4620,Fléron,House,residence,290000,for sale,3,,3,,,1,,,,,4,,1
https://immovlan.be/en/detail/residence/for-sale/7370/dour/vbd89128,7370,Dour,House,residence,309000,for sale,3,222,2,,,1,14,1,698,854,3,0,1
https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbd83497,6031,Monceau-sur-Sambre,House,residence,99000,for sale,4,130,,0,,1,,,,,2,,0
https://immovlan.be/en/detail/residence/for-sale/6990/hotton/vbd88734,6990,Hotton,House,residence,330000,for sale,3,296,,,,1,,1,,610,,,4
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbv38678,2610,Wilrijk,Apartment,apartment,245000,for sale,3,102,,0,,1,,0,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd75333,1070,Anderlecht,Apartment,apartment,429000,for sale,3,131,2,0,,1,18,0,,,4,0,4
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbc86191,1140,Evere,Apartment,apartment,335000,for sale,2,101,,0,0,1,5,1,95,,,0,1
https://immovlan.be/en/detail/apartment/for-sale/3945/kwaadmechelen/rbv15817,3945,Kwaadmechelen,Apartment,apartment,399950,for sale,3,122,,0,,1,24,0,,,,,4
https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vwd16421,6850,Paliseul,House,residence,125000,for sale,4,128,1,,,1,,1,,678,2,,0
https://immovlan.be/en/detail/mixed-building/for-sale/4820/dison/vbd88025,4820,Dison,House,mixed-building,365000,for sale,5,256,3,0,,0,,0,,170,2,0,1
https://immovlan.be/en/detail/apartment/for-sale/5640/mettet/vbd93002,5640,Mettet,Apartment,apartment,300000,for sale,2,,,0,,1,,0,,,4,,
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc99796,1400,Nivelles,House,residence,200000,for sale,1,60,,0,,0,,0,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/8500/kortrijk/rbu70614,8500,Kortrijk,Apartment,apartment,269000,for sale,2,75,,,,1,,,,,2,,1
https://immovlan.be/en/detail/triplex/for-sale/1080/sint-jans-molenbeek/vbd84358,1080,Sint-Jans-Molenbeek,Apartment,triplex,255000,for sale,4,142,1,0,,1,,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd83485,1070,Anderlecht,Apartment,apartment,235000,for sale,2,70,1,0,,1,5,0,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/7760/celles/rbv37224,7760,Celles,House,residence,399000,for sale,3,200,2,0,,1,43,1,1470,1708,4,0,2
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vaz92988,1150,Sint-Pieters-Woluwe,Apartment,apartment,1135000,for sale,3,210,2,0,,1,54,0,,,3,0,2
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vaz45406,1190,Vorst,Apartment,apartment,328000,for sale,2,,,0,,1,,0,,,2,,1
https://immovlan.be/en/detail/cottage/for-sale/8780/oostrozebeke/rbv29661,8780,Oostrozebeke,Apartment,cottage,750000,for sale,4,800,,0,,1,,1,13000,14458,4,1,
https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbv33401,3550,Heusden-Zolder,Apartment,apartment,349000,for sale,3,129,2,,,1,,1,28,,,,4
https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd10619,1370,Jodoigne,House,residence,375000,for sale,3,120,2,0,,1,28,1,590,650,4,,4
https://immovlan.be/en/detail/residence/for-sale/1830/machelen/rbv33823,1830,Machelen,House,residence,375000,for sale,4,153,2,,,1,,1,,193,3,,3
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd39856,1000,Brussels,Apartment,apartment,199000,for sale,2,80,,0,,1,20,0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vba46551,1160,Oudergem,Apartment,apartment,270000,for sale,1,74,0,0,,0,,0,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/6530/thuin/vbd41911,6530,Thuin,House,mixed-building,287000,for sale,6,341,,,,1,,,,,3,0,1
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd73989,1180,Ukkel,Apartment,apartment,599000,for sale,2,150,2,,,1,25,1,,,3,0,2
https://immovlan.be/en/detail/ground-floor/for-sale/1420/braine-l-alleud/vbd53147,1420,Braine-l,Apartment,ground-floor,550000,for sale,2,130,2,0,,1,,1,112,,,0,2
https://immovlan.be/en/detail/penthouse/for-sale/8792/desselgem/rbv38615,8792,Desselgem,Apartment,penthouse,264195,for sale,2,103,2,0,,1,6,0,,,2,0,4
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbv39295,2800,Mechelen,Apartment,apartment,285000,for sale,2,73,2,,,1,10,,,,,,4
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd79415,1050,Elsene,Apartment,apartment,369000,for sale,2,85,3,0,,1,4,0,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd83155,1180,Ukkel,House,residence,1150000,for sale,6,272,2,0,,1,25,1,154,255,2,0,2
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbu71072,3680,Maaseik,Apartment,apartment,235000,for sale,2,93,,0,,1,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/1150/sint-pieters-woluwe/vbd92699,1150,Sint-Pieters-Woluwe,House,villa,2450000,for sale,6,547,2,0,,1,100,1,1800,2491,4,1,2
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd78681,6900,Marche-en-Famenne,House,residence,749000,for sale,5,380,1,0,,1,50,1,5500,6000,4,0,0
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd81059,1030,Schaarbeek,Apartment,apartment,300000,for sale,2,81,,0,,1,,0,,,,,0
https://immovlan.be/en/detail/loft/for-sale/9270/kalken/rwc41534,9270,Kalken,Apartment,loft,463100,for sale,12,122,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbv35150,9800,Deinze,Apartment,apartment,215000,for sale,2,86,,,,,,,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/2280/grobbendonk/rbv30006,2280,Grobbendonk,House,residence,412000,for sale,3,158,,0,,1,15,1,160,419,,,1
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbc31660,1070,Anderlecht,Apartment,apartment,299000,for sale,3,110,2,0,,1,7,0,,,4,,
https://immovlan.be/en/detail/villa/in-public-sale/1630/linkebeek/rbv08491,1630,Linkebeek,House,villa,325000,in public sale,4,,,,,1,,1,,,,,
https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbd82888,1070,Anderlecht,House,residence,415000,for sale,3,150,,0,,1,40,1,,,,,
