URL,Zip code,City,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace area,Garden,Garden area,Surface of the land,Number of facades,Swimming pool,State of the building
https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt64159,9300,Aalst,House,residence,495000,for sale,5,310,,0,0,1,25,1,114,,,,1
https://immovlan.be/en/detail/villa/for-sale/6840/grandvoir/vbd73035,6840,Grandvoir,House,villa,649000,for sale,4,188,,,,1,,1,,1479,,,
https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbd92707,7850,Enghien,House,residence,675000,for sale,6,416,3,0,1,1,100,1,100,665,3,0,1
https://immovlan.be/en/detail/villa/for-sale/5360/hamois/rwc41900,5360,Hamois,House,villa,349000,for sale,3,162,3,,0,1,,1,,,4,,2
https://immovlan.be/en/detail/villa/for-sale/1780/wemmel/rbv03443,1780,Wemmel,House,villa,1149000,for sale,5,396,2,0,,1,,1,,2647,4,1,2
https://immovlan.be/en/detail/studio/for-sale/1050/elsene/vbd81209,1050,Elsene,Apartment,studio,175000,for sale,0,32,1,,,0,,0,,,2,0,0
https://immovlan.be/en/detail/villa/for-sale/1320/beauvechain/vbd50586,1320,Beauvechain,House,villa,535000,for sale,4,198,1,0,,1,118,1,558,739,4,0,0
https://immovlan.be/en/detail/residence/for-sale/9190/kemzeke/rbv29610,9190,Kemzeke,House,residence,449000,for sale,4,,,0,,1,,1,,610,3,,
https://immovlan.be/en/detail/residence/for-sale/6141/forchies-la-marche/vbd57505,6141,Forchies-la-Marche,House,residence,,for sale,2,247,,,0,0,,1,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbd93876,7500,Tournai,Apartment,apartment,285000,for sale,2,105,,0,,1,10,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65225,1000,Brussels,Apartment,apartment,377000,for sale,2,,,0,,1,,,,,3,,4
https://immovlan.be/en/detail/residence/for-sale/1140/evere/vbd07734,1140,Evere,House,residence,379000,for sale,4,180,,0,,1,,1,,320,,,
https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbv38679,2660,Hoboken,Apartment,apartment,256000,for sale,2,86,,0,,1,11,0,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd90098,6700,Arlon,Apartment,apartment,345000,for sale,2,85,,0,,0,,0,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd30377,1300,Wavre,Apartment,apartment,245000,for sale,2,75,,0,,0,,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/6800/libramont/vbd30144,6800,Libramont,House,residence,280000,for sale,3,508,,,,0,,0,,730,,,1
https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/rbv30920,7500,Tournai,House,mixed-building,259500,for sale,,230,,,,0,,,,200,3,0,1
https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbd81616,1120,Neder-Over-Heembeek,House,residence,369000,for sale,3,100,,0,,1,25,1,117,,2,,0
https://immovlan.be/en/detail/residence/for-sale/1440/braine-le-chateau/vbd53274,1440,Braine-le-Château,House,residence,899000,for sale,4,260,2,0,,1,,1,,1161,4,0,2
https://immovlan.be/en/detail/residence/for-sale/7812/ligne/vwd16696,7812,Ligne,House,residence,250000,for sale,3,120,,,0,1,20,1,,1600,4,1,0
https://immovlan.be/en/detail/residence/for-sale/1910/kampenhout/rbv27808,1910,Kampenhout,House,residence,598000,for sale,4,185,,,,1,,1,,577,3,0,1
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd92418,1020,Laken,Apartment,apartment,199000,for sale,2,87,1,,,1,5,,,,2,,0
https://immovlan.be/en/detail/penthouse/for-sale/1150/sint-pieters-woluwe/vbd85405,1150,Sint-Pieters-Woluwe,Apartment,penthouse,2375000,for sale,3,278,,,0,1,98,0,,,3,,4
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd58687,6900,Marche-en-Famenne,House,residence,250000,for sale,4,257,3,0,,1,20,1,1964,1964,4,0,0
https://immovlan.be/en/detail/residence/for-sale/8511/aalbeke/vbd92879,8511,Aalbeke,House,residence,559000,for sale,3,230,2,0,,1,,1,200,500,4,1,1
https://immovlan.be/en/detail/residence/for-sale/9630/sint-blasius-boekel/rbv28919,9630,Sint-Blasius-Boekel,House,residence,269000,for sale,5,528,,0,,1,,1,,1260,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd85067,1090,Jette,Apartment,apartment,410000,for sale,4,197,,0,,1,,0,,,3,,0
https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbd89363,1000,Brussels,House,residence,359000,for sale,6,200,,,,0,,1,35,,2,,
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd60710,1030,Schaarbeek,Apartment,apartment,249000,for sale,2,92,,0,,1,3,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/6140/fontaine-l-eveque/vba57696,6140,Fontaine-l,Apartment,apartment,270000,for sale,4,156,,,,1,,,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vbd07753,6850,Paliseul,House,residence,490000,for sale,3,317,,0,,1,,1,,1740,4,,
https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbv27881,2170,Merksem,House,residence,280000,for sale,2,97,,0,,0,,1,33,109,2,,1
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/rbv23834,1300,Wavre,Apartment,apartment,185000,for sale,1,76,,0,,1,4,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbc99709,1370,Jodoigne,Apartment,apartment,149000,for sale,2,85,,0,,0,,0,,,2,,0
https://immovlan.be/en/detail/duplex/for-sale/5004/bouge/vbd93862,5004,Bouge,Apartment,duplex,325000,for sale,2,120,3,0,,1,20,,,,3,,2
https://immovlan.be/en/detail/ground-floor/for-sale/2430/laakdal/rbv35654,2430,Laakdal,Apartment,ground-floor,292000,for sale,3,109,,0,,1,24,1,,,4,,4
https://immovlan.be/en/detail/villa/for-sale/1150/sint-pieters-woluwe/vbd84755,1150,Sint-Pieters-Woluwe,House,villa,2900000,for sale,5,988,,,0,1,63,1,6135,6135,4,1,0
https://immovlan.be/en/detail/residence/for-sale/5620/florennes/vbd88577,5620,Florennes,House,residence,169000,for sale,2,148,,0,,1,,1,,310,3,,0
https://immovlan.be/en/detail/apartment/for-sale/2221/booischot/rbv25934,2221,Booischot,Apartment,apartment,295000,for sale,2,98,2,,,1,10,1,23,,2,,4
https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rbu48012,8370,Blankenberge,Apartment,apartment,499900,for sale,3,136,,,,1,,1,,,,,2
https://immovlan.be/en/detail/apartment/for-sale/3270/scherpenheuvel-zichem/rbv36810,3270,Scherpenheuvel-Zichem,Apartment,apartment,465000,for sale,3,129,,,,1,,1,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/1000/brussels/rbv36762,1000,Brussels,House,residence,1095000,for sale,5,320,,0,,1,,1,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbv15704,3120,Tremelo,House,residence,530000,for sale,4,207,2,,,1,,1,,935,4,,0
https://immovlan.be/en/detail/villa/for-sale/8660/adinkerke/rbv27453,8660,Adinkerke,House,villa,,for sale,4,300,3,0,1,1,40,1,750,908,4,0,2
https://immovlan.be/en/detail/studio/for-sale/1040/etterbeek/vbd74311,1040,Etterbeek,Apartment,studio,,for sale,1,58,,0,,0,,0,,,3,0,1
https://immovlan.be/en/detail/residence/for-sale/1730/asse/rbu94159,1730,Asse,House,residence,575000,for sale,4,143,,0,,1,30,1,215,648,4,,1
https://immovlan.be/en/detail/apartment/for-sale/1470/genappe/vbd51119,1470,Genappe,Apartment,apartment,340000,for sale,3,155,2,0,,1,4,0,,,,0,1
https://immovlan.be/en/detail/residence/for-sale/6200/chatelineau/vbd92630,6200,Châtelineau,House,residence,169000,for sale,3,130,,0,,1,,1,,670,3,,1
https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbd07600,1210,Sint-Joost-ten-Node,Apartment,apartment,195000,for sale,1,,,0,,1,,0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1350/orp-jauche/vbd57493,1350,Orp-Jauche,Apartment,apartment,289800,for sale,2,117,2,0,,1,,1,251,,2,0,4
https://immovlan.be/en/detail/residence/for-sale/3581/beverlo/rbv33794,3581,Beverlo,House,residence,280000,for sale,3,176,,,,1,,1,,357,2,,
https://immovlan.be/en/detail/residence/for-sale/6600/bastogne/vbd23972,6600,Bastogne,House,residence,425000,for sale,4,,,0,,1,,0,,1497,,,4
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd70911,1020,Laken,Apartment,apartment,140000,for sale,1,57,,0,,1,,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd85452,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,775000,for sale,2,119,,,0,1,19,0,,,2,,4
https://immovlan.be/en/detail/penthouse/for-sale/1040/etterbeek/vbc57345,1040,Etterbeek,Apartment,penthouse,995000,for sale,3,198,,0,,1,,,,,2,,4
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd75433,6700,Arlon,Apartment,apartment,160000,for sale,1,35,,,,,,,,,,,
https://immovlan.be/en/detail/studio/for-sale/1050/elsene/vbd90685,1050,Elsene,Apartment,studio,145000,for sale,,30,,0,,0,,0,,,,,0
https://immovlan.be/en/detail/residence/for-sale/3053/haasrode/rbv00947,3053,Haasrode,House,residence,315000,for sale,3,195,3,,,1,,1,,253,3,,0
https://immovlan.be/en/detail/duplex/for-sale/9552/borsbeke/rbv28697,9552,Borsbeke,Apartment,duplex,355400,for sale,3,120,2,0,,1,14,,,,2,0,4
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbv27950,2170,Merksem,Apartment,apartment,310000,for sale,2,88,,0,,1,5,0,,,2,,4
https://immovlan.be/en/detail/studio/for-sale/1140/evere/vbd89606,1140,Evere,Apartment,studio,290000,for sale,0,50,2,0,,1,8,0,,,2,0,
https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vbd83939,1170,Watermaal-Bosvoorde,Apartment,apartment,320000,for sale,2,75,3,0,,1,16,0,,,,0,1
https://immovlan.be/en/detail/residence/for-sale/8310/assebroek/rwc41805,8310,Assebroek,House,residence,275000,for sale,4,150,1,,,1,25,1,65,169,2,,0
https://immovlan.be/en/detail/residence/for-sale/1090/jette/vbd58488,1090,Jette,House,residence,399000,for sale,4,210,,,,0,,1,,210,2,,
https://immovlan.be/en/detail/bungalow/for-sale/6940/durbuy/vbd23198,6940,Durbuy,Apartment,bungalow,79500,for sale,3,74,,1,,1,,0,,,4,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd68294,1140,Evere,Apartment,apartment,315000,for sale,1,72,,0,,1,615,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/1190/vorst/vbd41311,1190,Vorst,House,residence,750000,for sale,5,240,,,,1,25,1,60,179,2,,
https://immovlan.be/en/detail/residence/for-sale/7603/bon-secours/vbd91332,7603,Bon-Secours,House,residence,70000,for sale,3,,,,,1,,1,,300,2,,0
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbv36606,2100,Deurne,Apartment,apartment,238000,for sale,2,88,,0,,1,3,0,,,,,1
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd69229,1150,Sint-Pieters-Woluwe,Apartment,apartment,400000,for sale,1,74,2,0,,1,2,0,,,2,0,4
https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbv35563,8900,Ieper,Apartment,apartment,279000,for sale,2,84,,0,,1,,0,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/3070/kortenberg/rbv00850,3070,Kortenberg,House,residence,499500,for sale,5,211,,0,0,0,,1,,,,,1
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd02839,1190,Vorst,Apartment,apartment,227000,for sale,2,103,,,,0,,0,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd66489,1030,Schaarbeek,Apartment,apartment,220000,for sale,1,72,,0,,1,,0,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/3740/munsterbilzen/rbu82457,3740,Munsterbilzen,House,residence,210000,for sale,4,140,,0,,0,,0,,642,3,,4
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd85795,6700,Arlon,House,residence,400000,for sale,5,189,3,0,,1,,1,78,235,3,0,0
https://immovlan.be/en/detail/residence/for-sale/5670/oignies-en-thierache/vbd65048,5670,Oignies-En-Thiérache,House,residence,269000,for sale,3,138,,0,,1,,1,,1625,4,,1
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd90788,1150,Sint-Pieters-Woluwe,Apartment,apartment,490000,for sale,3,130,,,0,1,33,,,,,,1
https://immovlan.be/en/detail/duplex/for-sale/1210/sint-joost-ten-node/vbd68932,1210,Sint-Joost-ten-Node,Apartment,duplex,275000,for sale,2,101,,0,,1,40,0,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd38950,6700,Arlon,House,residence,310000,for sale,5,174,,,,1,,0,,68,2,,1
https://immovlan.be/en/detail/residence/for-sale/3390/tielt-winge/rbv38786,3390,Tielt-Winge,House,residence,559000,for sale,4,216,3,0,,,,1,,488,3,,4
https://immovlan.be/en/detail/apartment/for-sale/4432/xhendremael/vbd92975,4432,Xhendremael,Apartment,apartment,399000,for sale,5,183,,,,0,,0,,,3,,
https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd79885,5190,Jemeppe-Sur-Sambre,House,residence,340000,for sale,2,142,3,,,1,30,1,1190,1394,3,0,1
https://immovlan.be/en/detail/residence/for-sale/2547/lint/vbd87210,2547,Lint,House,residence,601149,for sale,3,162,,,,,,,,542,3,,4
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd32749,1030,Schaarbeek,Apartment,apartment,539000,for sale,2,184,,0,,1,15,1,105,,2,,
https://immovlan.be/en/detail/ground-floor/for-sale/1050/elsene/vbd76689,1050,Elsene,Apartment,ground-floor,395000,for sale,1,147,2,0,,1,,1,100,,2,0,0
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd89089,1140,Evere,Apartment,apartment,195000,for sale,1,65,,0,,1,1,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/3590/diepenbeek/rbv28185,3590,Diepenbeek,Apartment,apartment,464260,for sale,3,157,,0,,1,20,0,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/1380/lasne/rbu66831,1380,Lasne,House,residence,1050000,for sale,5,430,,0,1,1,50,1,9000,10735,4,1,0
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv35596,2830,Willebroek,Apartment,apartment,422000,for sale,2,107,,0,,1,46,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/9340/lede/rbv38021,9340,Lede,House,residence,479000,for sale,3,177,2,0,,1,31,1,107,237,3,0,4
https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbv35813,9500,Geraardsbergen,House,residence,225000,for sale,4,123,,0,,1,,1,,280,,,0
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd65668,1020,Laken,Apartment,apartment,255000,for sale,2,82,,,,0,,0,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/3580/beringen/rbu96654,3580,Beringen,Apartment,apartment,295000,for sale,2,100,,0,,1,,0,,,,,1
https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbd48985,1120,Neder-Over-Heembeek,House,residence,770000,for sale,4,270,2,,,1,7,1,,,3,0,4
https://immovlan.be/en/detail/penthouse/for-sale/4920/aywaille/vbd91759,4920,Aywaille,Apartment,penthouse,299000,for sale,3,125,,0,,1,,0,,,4,0,4
https://immovlan.be/en/detail/residence/for-sale/5101/erpent/vbd77898,5101,Erpent,House,residence,459000,for sale,4,150,3,0,,1,,1,,486,4,0,3
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd92686,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,765000,for sale,2,128,,,0,1,30,1,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/6990/hotton/vbd59695,6990,Hotton,House,residence,345000,for sale,4,195,,0,0,1,120,1,,,,1,1
https://immovlan.be/en/detail/residence/for-sale/3582/koersel/rbu95582,3582,Koersel,House,residence,325000,for sale,2,118,,,0,1,19,1,,800,4,,1
https://immovlan.be/en/detail/apartment/for-sale/1731/zellik/rbv11888,1731,Zellik,Apartment,apartment,259000,for sale,2,90,2,0,,1,,0,,,,,2
https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbd91043,6060,Gilly,House,residence,160000,for sale,3,132,,0,,1,14,1,,,3,,0
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbc95948,1150,Sint-Pieters-Woluwe,House,residence,580000,for sale,3,154,,0,,1,8,1,88,182,2,,0
https://immovlan.be/en/detail/apartment/for-sale/9050/gentbrugge/rbu96140,9050,Gentbrugge,Apartment,apartment,485000,for sale,4,120,,,,1,15,0,,,,,4
https://immovlan.be/en/detail/mixed-building/for-sale/1160/oudergem/vbd58804,1160,Oudergem,House,mixed-building,850000,for sale,4,214,,0,,1,,1,267,365,2,0,1
https://immovlan.be/en/detail/penthouse/for-sale/1490/court-saint-etienne/vbd29415,1490,Court-Saint-Étienne,Apartment,penthouse,529100,for sale,4,190,2,,,1,12,0,,,,0,4
https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vbd65348,5100,Dave,Apartment,apartment,189000,for sale,2,104,,,,1,,,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbv27988,2100,Deurne,Apartment,apartment,199000,for sale,2,93,,0,,1,3,0,,,2,,0
https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd92692,1200,Sint-Lambrechts-Woluwe,Apartment,penthouse,1100000,for sale,2,125,,,0,1,70,0,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/6980/beausaint/vbd51002,6980,Beausaint,House,residence,525000,for sale,4,146,3,1,,1,,1,,604,4,,
https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd47218,4020,Liege,House,residence,,for sale,4,215,,,,1,8,1,291,439,4,,0
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbc96389,1180,Ukkel,Apartment,apartment,330000,for sale,1,70,,0,,1,5,1,,,4,0,
https://immovlan.be/en/detail/duplex/for-sale/1050/elsene/vbd64651,1050,Elsene,Apartment,duplex,299000,for sale,1,66,2,0,,1,10,0,,,2,,2
https://immovlan.be/en/detail/residence/for-sale/1020/laken/vwd16439,1020,Laken,House,residence,710000,for sale,5,220,3,,0,1,20,1,30,,2,0,3
https://immovlan.be/en/detail/residence/for-sale/6984/hives/vbd51442,6984,Hives,House,residence,450000,for sale,3,422,,,,1,,1,159,159,,,1
https://immovlan.be/en/detail/villa/for-sale/1332/genval/vbd25124,1332,Genval,House,villa,565000,for sale,3,150,2,0,1,1,30,1,300,815,4,0,
https://immovlan.be/en/detail/residence/for-sale/2460/tielen/rbv29847,2460,Tielen,House,residence,319000,for sale,3,213,,0,,1,,1,,567,2,,0
https://immovlan.be/en/detail/residence/for-sale/1800/vilvoorde/vbd92918,1800,Vilvoorde,House,residence,349000,for sale,4,170,,,,0,,1,1,230,3,,
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vaz22769,1160,Oudergem,Apartment,apartment,200000,for sale,1,53,0,0,,0,,1,,,,,
https://immovlan.be/en/detail/apartment/for-sale/9041/oostakker/rbv38588,9041,Oostakker,Apartment,apartment,480000,for sale,3,138,2,0,,1,13,1,,,3,0,4
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu15200,8000,Brugge,House,residence,399999,for sale,3,144,,,,0,,0,,,2,,
https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/vbd85365,1180,Ukkel,Apartment,penthouse,710000,for sale,2,127,,,0,1,58,0,,,3,,4
https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbd92049,1400,Nivelles,Apartment,apartment,399000,for sale,2,101,,0,,1,53,0,,,2,0,2
https://immovlan.be/en/detail/duplex/for-sale/4000/liege/vbd91919,4000,Liege,Apartment,duplex,220000,for sale,2,124,,0,,1,10,0,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/9041/oostakker/rbv38587,9041,Oostakker,Apartment,apartment,279000,for sale,1,60,2,0,,1,6,1,,,2,0,4
https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbd03874,1410,Waterloo,House,residence,385000,for sale,2,120,,0,,1,,1,,483,4,0,0
https://immovlan.be/en/detail/apartment/for-sale/9940/ertvelde/rbv26423,9940,Ertvelde,Apartment,apartment,372200,for sale,2,102,,,,1,14,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd88647,6900,Marche-en-Famenne,House,residence,160000,for sale,3,219,,0,0,1,7,1,,,,,0
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd51762,1080,Sint-Jans-Molenbeek,Apartment,apartment,215000,for sale,2,100,1,0,,1,17,0,,,2,0,0
https://immovlan.be/en/detail/residence/for-sale/6180/courcelles/vbd78540,6180,Courcelles,House,residence,219000,for sale,3,135,3,,,1,,1,290,290,2,0,1
https://immovlan.be/en/detail/residence/for-sale/6221/saint-amand/vbd86057,6221,Saint-Amand,House,residence,145000,for sale,3,155,,0,,0,,1,,,2,,0
https://immovlan.be/en/detail/residence/for-sale/7301/hornu/vbd89792,7301,Hornu,House,residence,80000,for sale,1,80,,0,,0,,1,,300,4,,0
https://immovlan.be/en/detail/studio/for-sale/1190/vorst/vbd80646,1190,Vorst,Apartment,studio,232500,for sale,0,52,2,0,,0,,1,,,,0,4
https://immovlan.be/en/detail/ground-floor/for-sale/5001/belgrade/vbd80972,5001,Belgrade,Apartment,ground-floor,329000,for sale,2,82,2,0,,1,,1,88,,3,0,4
https://immovlan.be/en/detail/bungalow/for-sale/4100/seraing/vbd91542,4100,Seraing,Apartment,bungalow,199000,for sale,3,105,1,0,,1,7,1,250,410,2,0,0
https://immovlan.be/en/detail/apartment/for-sale/9500/geraardsbergen/rbv22719,9500,Geraardsbergen,Apartment,apartment,610000,for sale,4,403,,,,,,,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/2160/wommelgem/rbv27956,2160,Wommelgem,Apartment,apartment,266500,for sale,2,130,,0,,1,,0,,,3,,1
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd83305,1180,Ukkel,Apartment,apartment,1575000,for sale,4,320,,0,,1,,1,,,4,,0
https://immovlan.be/en/detail/villa/for-sale/5360/hamois/vbd58333,5360,Hamois,House,villa,355000,for sale,2,93,,0,,1,,1,,,3,,4
https://immovlan.be/en/detail/residence/for-sale/2290/vorselaar/rbu57014,2290,Vorselaar,House,residence,425000,for sale,4,209,,0,,1,,1,,985,4,,1
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd78051,1070,Anderlecht,Apartment,apartment,189000,for sale,1,60,2,0,,1,14,0,,,2,0,2
https://immovlan.be/en/detail/residence/for-sale/8310/sint-kruis/rbv34953,8310,Sint-Kruis,House,residence,292000,for sale,3,123,,,,1,,1,,290,,,
https://immovlan.be/en/detail/duplex/for-sale/1190/vorst/vbd88620,1190,Vorst,Apartment,duplex,815000,for sale,2,240,,,0,0,,0,,,2,,2
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd91901,1180,Ukkel,Apartment,apartment,295000,for sale,1,71,,,,1,10,0,,,2,,
https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbd91253,6560,Erquelinnes,House,residence,192000,for sale,3,95,,0,,0,,1,330,380,,,
https://immovlan.be/en/detail/residence/for-sale/4041/vottem/vbd84576,4041,Vottem,House,residence,279000,for sale,2,146,,0,,1,,1,960,960,,,1
https://immovlan.be/en/detail/residence/for-sale/5370/flostoy/vbd63665,5370,Flostoy,House,residence,395000,for sale,3,180,2,,1,1,,1,490,1000,4,0,1
https://immovlan.be/en/detail/cottage/for-sale/7850/enghien/vbd90989,7850,Enghien,Apartment,cottage,649000,for sale,5,245,2,0,1,1,100,1,5000,6282,4,0,2
https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbd65149,1380,Lasne,House,residence,460000,for sale,3,138,,0,,1,,1,,200,3,0,2
https://immovlan.be/en/detail/residence/for-sale/9820/merelbeke/rbv17345,9820,Merelbeke,House,residence,479105,for sale,3,161,,,,1,,1,,491,3,,4
https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbv11325,2020,Antwerp,House,residence,475000,for sale,3,290,,0,,0,,0,,106,2,,1
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbd77983,5100,Jambes,Apartment,apartment,200000,for sale,1,90,,0,,1,,0,,,3,,0
https://immovlan.be/en/detail/residence/for-sale/6698/grand-halleux/vbd59949,6698,Grand-Halleux,House,residence,460000,for sale,4,196,,0,,1,,1,,1462,4,1,1
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbv37515,3500,Hasselt,House,residence,495000,for sale,3,282,,1,,1,,1,,957,4,,2
https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbd21992,1410,Waterloo,Apartment,apartment,629000,for sale,2,101,2,0,,1,22,,,,3,1,2
https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd15967,1420,Braine-l,House,residence,2595000,for sale,5,402,2,,,1,50,1,4500,5007,4,1,2
https://immovlan.be/en/detail/residence/for-sale/5377/noiseux/vbd77227,5377,Noiseux,House,residence,145000,for sale,2,69,,0,,1,,1,,346,4,,
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd44539,1180,Ukkel,Apartment,apartment,385000,for sale,2,95,2,0,,0,,0,,,2,0,0
https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd25449,6940,Durbuy,House,residence,795000,for sale,7,380,3,,,1,,1,,2700,4,1,1
https://immovlan.be/en/detail/residence/for-sale/3570/alken/rbv22913,3570,Alken,House,residence,275000,for sale,3,120,,0,,0,,1,4224,4224,4,,0
https://immovlan.be/en/detail/apartment/for-sale/8500/kortrijk/rbv29027,8500,Kortrijk,Apartment,apartment,159000,for sale,1,69,,0,,1,,0,,,2,,1
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd25655,1180,Ukkel,Apartment,apartment,795000,for sale,3,207,2,0,,1,20,,,,2,0,2
https://immovlan.be/en/detail/villa/for-sale/3798/s-gravenvoeren/vbd85848,3798,s-Gravenvoeren,House,villa,450000,for sale,3,140,2,,,1,38,1,414,479,3,,2
https://immovlan.be/en/detail/apartment/for-sale/9050/gentbrugge/rbv36750,9050,Gentbrugge,Apartment,apartment,399000,for sale,3,107,2,0,,1,30,1,,,2,0,2
https://immovlan.be/en/detail/villa/for-sale/6852/maissin/vbd42104,6852,Maissin,House,villa,165000,for sale,4,240,,0,,,,1,105,444,3,,0
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd84735,1150,Sint-Pieters-Woluwe,Apartment,apartment,299000,for sale,2,77,,,0,1,12,0,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbd91298,7850,Enghien,House,residence,428000,for sale,3,186,3,0,,1,24,1,200,329,2,,
https://immovlan.be/en/detail/penthouse/for-sale/9000/gent/rbv25759,9000,Gent,Apartment,penthouse,1291000,for sale,3,217,2,0,,1,55,0,,,3,0,4
