,URL,Zip code,City,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Garden area,Surface of the land,Number of facades,Swimming pool,State of the building
2161,https://immovlan.be/en/detail/residence/for-sale/3582/koersel/rbv28040,3582,Koersel,House,residence,369000,for sale,3.0,200,2.0,0,0,0,1,255.0,1116.0,3.0,0,2.0
2162,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd85935,1050,Elsene,Apartment,apartment,1350000,for sale,4.0,261,2.0,0,0,0,0,0.0,649.0,2.0,0,2.0
2164,https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbd68982,1340,Ottignies,Apartment,apartment,299000,for sale,2.0,90,2.0,0,0,1,0,0.0,649.0,3.0,0,1.0
2165,https://immovlan.be/en/detail/apartment/for-sale/7190/ecaussinnes/vbd46999,7190,Ecaussinnes,Apartment,apartment,175000,for sale,2.0,86,2.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2166,https://immovlan.be/en/detail/residence/for-sale/6640/vaux-sur-sure/vbd07735,6640,Vaux-sur-Sûre,House,residence,390000,for sale,4.0,280,2.0,0,0,1,1,255.0,1271.0,3.0,0,2.0
2167,https://immovlan.be/en/detail/residence/for-sale/1421/ophain-bois-seigneur-isaac/vbd39724,1421,Ophain-Bois-Seigneur-Isaac,House,residence,460000,for sale,3.0,158,2.0,0,0,1,1,350.0,519.0,3.0,0,3.0
2168,https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbd09319,1380,Lasne,House,residence,565000,for sale,4.0,278,2.0,0,0,1,1,1291.0,1549.0,4.0,0,0.0
2170,https://immovlan.be/en/detail/residence/for-sale/1785/merchtem/rwc41713,1785,Merchtem,House,residence,330000,for sale,5.0,256,2.0,0,0,0,1,255.0,769.0,4.0,0,0.0
2171,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd80920,1180,Ukkel,House,residence,489000,for sale,5.0,226,3.0,0,0,1,1,255.0,180.0,2.0,0,0.0
2172,https://immovlan.be/en/detail/residence/for-sale/1370/saint-jean-geest/vbd90282,1370,Saint-Jean-Geest,House,residence,425000,for sale,4.0,200,2.0,0,0,1,1,255.0,1235.0,4.0,0,0.0
2173,https://immovlan.be/en/detail/master-house/for-sale/1000/brussels/rbv03947,1000,Brussels,House,master-house,1349000,for sale,7.0,585,2.0,0,0,1,1,140.0,400.0,2.0,0,1.0
2174,https://immovlan.be/en/detail/studio/for-sale/1140/evere/vbd72979,1140,Evere,Apartment,studio,250000,for sale,0.0,42,2.0,0,0,1,1,255.0,649.0,3.0,0,4.0
2175,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd79733,1050,Elsene,Apartment,apartment,845000,for sale,3.0,236,3.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2176,https://immovlan.be/en/detail/penthouse/for-sale/1070/anderlecht/vbd68097,1070,Anderlecht,Apartment,penthouse,179000,for sale,2.0,69,3.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2177,https://immovlan.be/en/detail/loft/for-sale/1090/jette/rbi62872,1090,Jette,Apartment,loft,527000,for sale,3.0,224,2.0,0,0,0,0,0.0,649.0,2.0,0,2.0
2178,https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu62414,3550,Heusden-Zolder,House,residence,349000,for sale,3.0,125,2.0,0,0,1,1,255.0,450.0,4.0,0,3.0
2179,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbd87981,6032,Mont-sur-Marchienne,House,residence,198000,for sale,2.0,121,2.0,0,0,1,1,112.0,253.0,2.0,0,2.0
2180,https://immovlan.be/en/detail/duplex/for-sale/9500/geraardsbergen/rbv27303,9500,Geraardsbergen,Apartment,duplex,354799,for sale,2.0,119,2.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2181,https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu90356,3580,Beringen,House,residence,619000,for sale,3.0,224,2.0,0,0,0,1,255.0,496.0,2.0,0,2.0
2182,https://immovlan.be/en/detail/residence/for-sale/3300/tienen/rbv02707,3300,Tienen,House,residence,450000,for sale,3.0,216,2.0,0,0,1,0,0.0,649.0,2.0,0,2.0
2183,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd84355,1090,Jette,Apartment,apartment,299000,for sale,3.0,105,2.0,0,0,0,0,0.0,649.0,2.0,0,1.0
2184,https://immovlan.be/en/detail/apartment/for-sale/9420/erpe/rbj34011,9420,Erpe,Apartment,apartment,179000,for sale,1.0,57,3.0,0,0,1,1,255.0,649.0,3.0,0,1.0
2185,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd50292,1050,Elsene,Apartment,apartment,895000,for sale,3.0,236,3.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2186,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd91156,6040,Jumet,House,residence,199000,for sale,3.0,160,3.0,0,0,1,1,255.0,279.0,2.0,0,1.0
2187,https://immovlan.be/en/detail/studio/for-sale/1160/oudergem/vbd27425,1160,Oudergem,Apartment,studio,185000,for sale,3.0,36,2.0,0,0,1,1,255.0,649.0,3.0,0,0.0
2188,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd85663,1160,Oudergem,Apartment,apartment,215000,for sale,1.0,56,1.0,0,0,0,0,0.0,649.0,2.0,0,0.0
2189,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd52445,5000,Namur,Apartment,apartment,625000,for sale,1.0,714,2.0,0,0,0,0,0.0,649.0,2.0,0,2.0
2190,https://immovlan.be/en/detail/apartment/for-sale/2520/ranst/rbv25426,2520,Ranst,Apartment,apartment,449000,for sale,3.0,112,2.0,0,0,1,0,0.0,649.0,4.0,0,1.0
2191,https://immovlan.be/en/detail/residence/for-sale/1040/etterbeek/vbd78277,1040,Etterbeek,House,residence,795000,for sale,7.0,340,2.0,0,0,1,1,80.0,185.0,2.0,0,0.0
2192,https://immovlan.be/en/detail/residence/for-sale/6900/on/vbd88919,6900,On,House,residence,159000,for sale,2.0,85,2.0,0,0,1,1,400.0,700.0,4.0,0,0.0
2193,https://immovlan.be/en/detail/duplex/for-sale/1850/grimbergen/rbv34417,1850,Grimbergen,Apartment,duplex,465000,for sale,4.0,156,2.0,0,0,1,0,0.0,649.0,3.0,0,3.0
2195,https://immovlan.be/en/detail/apartment/for-sale/1910/kampenhout/rbv25366,1910,Kampenhout,Apartment,apartment,359000,for sale,2.0,89,2.0,0,0,1,1,255.0,649.0,3.0,0,2.0
2196,https://immovlan.be/en/detail/duplex/for-sale/1210/sint-joost-ten-node/vbd90587,1210,Sint-Joost-ten-Node,Apartment,duplex,335000,for sale,2.0,90,3.0,0,0,0,1,20.0,649.0,2.0,0,2.0
2197,https://immovlan.be/en/detail/mixed-building/for-sale/1030/schaarbeek/vbd67864,1030,Schaarbeek,House,mixed-building,1525000,for sale,6.0,573,1.0,0,0,1,0,0.0,250.0,2.0,0,1.0
2198,https://immovlan.be/en/detail/mixed-building/for-sale/1080/sint-jans-molenbeek/vbd76455,1080,Sint-Jans-Molenbeek,House,mixed-building,595000,for sale,2.0,240,3.0,0,0,1,1,135.0,649.0,2.0,0,2.0
2199,https://immovlan.be/en/detail/duplex/for-sale/1030/schaarbeek/vbd05864,1030,Schaarbeek,Apartment,duplex,149000,for sale,1.0,62,2.0,0,0,1,0,0.0,649.0,2.0,0,1.0
2200,https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/vbd85290,1180,Ukkel,Apartment,penthouse,2495000,for sale,3.0,233,2.0,0,0,1,0,0.0,649.0,4.0,0,4.0
2201,https://immovlan.be/en/detail/residence/for-sale/3581/beverlo/rbv25381,3581,Beverlo,House,residence,495000,for sale,4.0,321,2.0,0,0,1,1,255.0,649.0,3.0,0,1.0
2202,https://immovlan.be/en/detail/residence/for-sale/6760/virton/vbd75820,6760,Virton,House,residence,330000,for sale,2.0,72,3.0,0,0,1,1,255.0,734.0,4.0,0,2.0
2203,https://immovlan.be/en/detail/villa/for-sale/4480/engis/vbd10072,4480,Engis,House,villa,275000,for sale,4.0,176,3.0,0,1,1,1,372.0,523.0,4.0,0,1.0
2204,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vba90881,1030,Schaarbeek,House,residence,820000,for sale,4.0,290,3.0,0,0,1,1,275.0,430.0,2.0,0,0.0
2205,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/rwc31607,1480,Tubize,House,residence,416787,for sale,3.0,163,2.0,0,0,0,1,255.0,649.0,4.0,0,2.0
2207,https://immovlan.be/en/detail/villa/for-sale/1831/diegem/vbd82220,1831,Diegem,House,villa,699000,for sale,5.0,275,2.0,0,0,1,1,400.0,550.0,4.0,1,1.0
2208,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd89623,1190,Vorst,Apartment,apartment,740000,for sale,4.0,200,2.0,0,0,0,0,0.0,649.0,3.0,0,2.0
2209,https://immovlan.be/en/detail/residence/for-sale/4210/burdinne/vbd11969,4210,Burdinne,House,residence,199000,for sale,1.0,387,2.0,0,0,0,0,0.0,450.0,2.0,0,2.0
2210,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/rbv18221,4000,Liege,Apartment,apartment,399000,for sale,4.0,137,3.0,1,0,1,0,0.0,649.0,2.0,0,2.0
2212,https://immovlan.be/en/detail/residence/for-sale/4280/hannut/vbd83094,4280,Hannut,House,residence,319000,for sale,4.0,273,2.0,0,0,1,1,300.0,674.0,4.0,0,0.0
2213,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd84732,1000,Brussels,Apartment,apartment,360000,for sale,1.0,85,2.0,0,0,0,0,0.0,649.0,2.0,0,0.0
2214,https://immovlan.be/en/detail/residence/for-sale/1325/chaumont-gistoux/vbd72727,1325,Chaumont-Gistoux,House,residence,540000,for sale,4.0,232,2.0,0,0,1,1,255.0,1314.0,4.0,0,1.0
2215,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd07589,1190,Vorst,Apartment,apartment,115000,for sale,1.0,58,2.0,0,0,0,0,0.0,649.0,3.0,0,2.0
2216,https://immovlan.be/en/detail/residence/for-sale/1800/vilvoorde/vbd87265,1800,Vilvoorde,House,residence,399000,for sale,3.0,153,2.0,0,0,1,0,0.0,100.0,2.0,0,1.0
2217,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbv31392,2440,Geel,Apartment,apartment,200000,for sale,2.0,64,2.0,0,0,1,1,255.0,649.0,2.0,0,4.0
2218,https://immovlan.be/en/detail/residence/for-sale/6717/attert/vbd82199,6717,Attert,House,residence,205000,for sale,4.0,151,1.0,0,1,1,1,255.0,169.0,2.0,0,0.0
2220,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd87976,4500,Huy,House,residence,290000,for sale,3.0,150,3.0,0,0,1,1,20.0,130.0,3.0,0,1.0
2221,https://immovlan.be/en/detail/studio/for-sale/1030/schaarbeek/vbd79198,1030,Schaarbeek,Apartment,studio,165000,for sale,1.0,54,2.0,0,0,0,0,0.0,649.0,4.0,0,1.0
2222,https://immovlan.be/en/detail/ground-floor/for-sale/4000/liege/vbd85872,4000,Liege,Apartment,ground-floor,219000,for sale,3.0,92,1.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2224,https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbv30697,2300,Turnhout,Apartment,apartment,252000,for sale,1.0,83,2.0,0,0,1,0,0.0,649.0,3.0,0,4.0
2226,https://immovlan.be/en/detail/apartment/for-sale/4671/barchon/vbd82772,4671,Barchon,Apartment,apartment,249000,for sale,2.0,85,2.0,0,0,1,0,0.0,649.0,2.0,0,2.0
2228,https://immovlan.be/en/detail/residence/for-sale/6800/libramont-chevigny/vbd28132,6800,Libramont-Chevigny,House,residence,175000,for sale,2.0,61,2.0,0,0,1,0,0.0,78.0,3.0,0,2.0
2229,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd75200,1190,Vorst,Apartment,apartment,449500,for sale,2.0,114,2.0,0,0,1,0,0.0,649.0,2.0,0,4.0
2230,https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd65476,1480,Tubize,Apartment,apartment,240000,for sale,2.0,102,2.0,0,0,0,0,0.0,649.0,2.0,0,1.0
2231,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbv25387,3500,Hasselt,Apartment,apartment,415000,for sale,3.0,145,2.0,0,0,1,0,0.0,649.0,2.0,0,2.0
2232,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd70797,1050,Elsene,Apartment,apartment,1350000,for sale,4.0,286,2.0,0,1,1,0,0.0,649.0,3.0,0,0.0
2233,https://immovlan.be/en/detail/apartment/for-sale/3650/dilsen-stokkem/rbu62055,3650,Dilsen-Stokkem,Apartment,apartment,257881,for sale,2.0,91,2.0,0,0,1,1,255.0,649.0,3.0,0,2.0
2234,https://immovlan.be/en/detail/apartment/for-sale/6900/marche-en-famenne/vbb09926,6900,Marche-en-Famenne,Apartment,apartment,285300,for sale,2.0,97,2.0,0,0,1,1,30.0,649.0,3.0,0,2.0
2235,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu61318,3700,Tongeren,House,residence,575000,for sale,7.0,391,2.0,0,0,1,1,255.0,312.0,2.0,0,2.0
2236,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbv28308,8870,Izegem,House,residence,289000,for sale,3.0,192,2.0,0,0,0,1,255.0,545.0,3.0,0,0.0
2237,https://immovlan.be/en/detail/residence/for-sale/4500/huy/rbv14468,4500,Huy,House,residence,199000,for sale,7.0,206,2.0,0,0,1,0,0.0,115.0,2.0,0,1.0
2238,https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd61689,6900,Marche-en-Famenne,House,residence,480000,for sale,5.0,210,2.0,0,0,1,0,0.0,135.0,3.0,0,2.0
2239,https://immovlan.be/en/detail/mixed-building/for-sale/1030/schaarbeek/vwd12562,1030,Schaarbeek,House,mixed-building,525000,for sale,6.0,265,3.0,0,0,0,0,0.0,649.0,2.0,0,1.0
2240,https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbv24069,2800,Mechelen,Apartment,apartment,219000,for sale,2.0,75,2.0,0,0,0,0,0.0,649.0,2.0,0,1.0
2241,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc71897,1040,Etterbeek,Apartment,apartment,195000,for sale,1.0,35,3.0,0,0,0,0,0.0,649.0,3.0,0,2.0
2242,https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/vbd87913,1180,Ukkel,Apartment,penthouse,899000,for sale,2.0,140,2.0,0,0,1,0,0.0,649.0,3.0,0,4.0
2244,https://immovlan.be/en/detail/duplex/for-sale/6240/farciennes/vbd89609,6240,Farciennes,Apartment,duplex,197500,for sale,2.0,106,2.0,0,0,0,0,0.0,649.0,2.0,0,3.0
2245,https://immovlan.be/en/detail/studio/for-sale/8420/de-haan/rbv25978,8420,De,Apartment,studio,250000,for sale,1.0,57,2.0,0,0,1,1,255.0,649.0,3.0,0,4.0
2246,https://immovlan.be/en/detail/apartment/for-sale/6220/fleurus/vbb69002,6220,Fleurus,Apartment,apartment,259500,for sale,2.0,80,2.0,0,0,1,0,0.0,649.0,2.0,0,2.0
2247,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd85453,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,1850000,for sale,4.0,226,2.0,0,0,1,0,0.0,649.0,2.0,0,4.0
2248,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd64001,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,250000,for sale,1.0,47,3.0,0,0,0,0,0.0,649.0,2.0,0,1.0
2250,https://immovlan.be/en/detail/residence/for-sale/1320/beauvechain/vbd35945,1320,Beauvechain,House,residence,540000,for sale,4.0,198,2.0,0,0,1,1,558.0,739.0,4.0,0,0.0
2251,https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbv30657,2300,Turnhout,Apartment,apartment,199000,for sale,3.0,122,2.0,0,0,1,0,0.0,649.0,2.0,0,1.0
2252,https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbd60416,1400,Nivelles,Apartment,apartment,375000,for sale,2.0,88,3.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2253,https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbd91347,5500,Dinant,House,residence,149000,for sale,3.0,200,2.0,0,0,0,1,275.0,530.0,3.0,0,0.0
2254,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vwd12587,1080,Sint-Jans-Molenbeek,Apartment,apartment,250000,for sale,2.0,100,3.0,0,0,1,0,0.0,649.0,2.0,0,1.0
2255,https://immovlan.be/en/detail/residence/for-sale/1350/orp-le-grand/rbu32327,1350,Orp-le-Grand,House,residence,488652,for sale,4.0,219,2.0,0,0,0,1,1127.0,1221.0,3.0,0,4.0
2256,https://immovlan.be/en/detail/residence/for-sale/7141/carnieres/vbc82559,7141,Carnières,House,residence,230000,for sale,2.0,180,3.0,0,0,1,1,255.0,1280.0,2.0,0,1.0
2257,https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbv30471,9800,Deinze,Apartment,apartment,416240,for sale,2.0,95,2.0,0,0,1,1,90.0,649.0,2.0,0,4.0
2258,https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbc72554,6700,Arlon,Apartment,apartment,225000,for sale,1.0,56,2.0,0,0,1,1,255.0,649.0,2.0,0,4.0
2259,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd75232,1190,Vorst,Apartment,apartment,220000,for sale,1.0,50,2.0,0,0,0,0,0.0,649.0,2.0,0,2.0
2262,https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbu79394,3550,Heusden-Zolder,Apartment,apartment,324000,for sale,3.0,98,2.0,0,0,1,0,0.0,649.0,2.0,0,4.0
2265,https://immovlan.be/en/detail/residence/for-sale/1090/jette/vbd69454,1090,Jette,House,residence,730000,for sale,6.0,320,2.0,0,0,1,1,255.0,649.0,2.0,0,1.0
2266,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbd45119,1480,Tubize,House,residence,285000,for sale,4.0,156,2.0,0,0,1,1,90.0,210.0,3.0,0,0.0
2267,https://immovlan.be/en/detail/residence/for-sale/9890/dikkelvenne/rbv13151,9890,Dikkelvenne,House,residence,445000,for sale,3.0,152,2.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2268,https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/vbd51213,1120,Neder-Over-Heembeek,Apartment,apartment,299000,for sale,3.0,100,2.0,0,0,1,0,0.0,649.0,4.0,0,1.0
2269,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbt75896,9230,Wetteren,House,residence,885000,for sale,9.0,315,2.0,0,0,1,1,1100.0,1100.0,4.0,0,1.0
2270,https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbd67519,6041,Gosselies,House,residence,120000,for sale,2.0,110,2.0,0,0,1,0,0.0,60.0,2.0,0,2.0
2271,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbv29078,2500,Lier,Apartment,apartment,199902,for sale,1.0,67,2.0,0,0,1,0,0.0,649.0,2.0,0,4.0
2272,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd62635,5330,Assesse,House,residence,350000,for sale,4.0,180,2.0,0,0,1,1,480.0,6.0,2.0,0,1.0
2273,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbc94270,1030,Schaarbeek,Apartment,apartment,240000,for sale,2.0,90,2.0,0,0,1,0,0.0,649.0,3.0,0,0.0
2274,https://immovlan.be/en/detail/villa/for-sale/4600/lixhe/vbd76743,4600,Lixhe,House,villa,460000,for sale,3.0,160,3.0,0,0,1,1,608.0,698.0,4.0,0,1.0
2275,https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbv26020,3650,Dilsen-Stokkem,House,residence,630000,for sale,3.0,351,2.0,0,0,1,1,255.0,1012.0,4.0,0,2.0
2276,https://immovlan.be/en/detail/residence/for-sale/8540/deerlijk/rbv25946,8540,Deerlijk,House,residence,445000,for sale,3.0,241,2.0,0,0,1,1,255.0,500.0,2.0,1,2.0
2277,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbv27977,2100,Deurne,House,residence,359000,for sale,3.0,138,2.0,0,0,0,1,57.0,209.0,3.0,0,1.0
2278,https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbd71304,5000,Namur,Apartment,studio,125000,for sale,1.0,36,2.0,0,0,0,0,0.0,649.0,2.0,0,1.0
2279,https://immovlan.be/en/detail/residence/for-sale/8902/voormezele/rbv15121,8902,Voormezele,House,residence,299000,for sale,2.0,90,2.0,0,0,0,1,255.0,465.0,4.0,0,2.0
2280,https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd37597,1420,Braine-l,House,residence,425000,for sale,5.0,261,2.0,0,0,1,1,255.0,415.0,3.0,0,1.0
2281,https://immovlan.be/en/detail/residence/for-sale/3582/koersel/rbv30490,3582,Koersel,House,residence,379000,for sale,4.0,136,2.0,0,0,1,1,255.0,404.0,4.0,0,4.0
2282,https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vbd91624,1460,Ittre,House,residence,397585,for sale,3.0,152,2.0,0,0,1,1,255.0,405.0,3.0,0,4.0
2283,https://immovlan.be/en/detail/residence/for-sale/1020/laken/vwd16439,1020,Laken,House,residence,710000,for sale,5.0,220,3.0,0,0,1,1,30.0,649.0,2.0,0,3.0
2284,https://immovlan.be/en/detail/apartment/for-sale/6791/athus/vbd76004,6791,Athus,Apartment,apartment,250000,for sale,2.0,152,2.0,0,0,0,0,0.0,649.0,3.0,0,1.0
2285,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd86521,4430,Ans,House,residence,219000,for sale,2.0,145,1.0,0,0,1,1,170.0,260.0,2.0,0,0.0
2286,https://immovlan.be/en/detail/residence/for-sale/6870/saint-hubert/vbd69586,6870,Saint-Hubert,House,residence,25000,for sale,1.0,40,2.0,0,0,0,1,255.0,143.0,3.0,0,0.0
2287,https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbd65907,5100,Jambes,Apartment,apartment,265000,for sale,2.0,80,2.0,0,0,1,0,0.0,649.0,3.0,0,1.0
2288,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu93870,3800,Sint-Truiden,Apartment,apartment,259000,for sale,2.0,101,2.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2289,https://immovlan.be/en/detail/residence/for-sale/5650/yves-gomezee/vbd65162,5650,Yves-Gomezée,House,residence,125000,for sale,4.0,142,2.0,0,0,1,1,375.0,644.0,3.0,0,0.0
2290,https://immovlan.be/en/detail/residence/for-sale/5660/petigny/vbd89874,5660,Petigny,House,residence,137000,for sale,2.0,50,2.0,0,0,0,0,0.0,1584.0,3.0,0,2.0
2293,https://immovlan.be/en/detail/villa/for-sale/1320/beauvechain/rwc40890,1320,Beauvechain,House,villa,381050,for sale,3.0,1,2.0,0,0,0,1,255.0,781.0,4.0,0,2.0
2294,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbc54299,1070,Anderlecht,Apartment,apartment,295000,for sale,2.0,89,2.0,0,0,1,0,0.0,649.0,3.0,0,0.0
2298,https://immovlan.be/en/detail/residence/for-sale/7140/morlanwelz/vbd44514,7140,Morlanwelz,House,residence,130000,for sale,3.0,152,2.0,0,0,0,1,255.0,649.0,2.0,0,0.0
2299,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd89777,1180,Ukkel,Apartment,apartment,440000,for sale,2.0,99,2.0,0,0,1,1,114.0,649.0,2.0,0,4.0
2300,https://immovlan.be/en/detail/residence/for-sale/6767/torgny/vbd29953,6767,Torgny,House,residence,138000,for sale,2.0,100,2.0,0,0,0,1,440.0,540.0,3.0,0,0.0
2301,https://immovlan.be/en/detail/residence/for-sale/6280/gerpinnes/vbd79590,6280,Gerpinnes,House,residence,100000,for sale,3.0,304,2.0,0,0,0,0,0.0,649.0,3.0,0,0.0
2302,https://immovlan.be/en/detail/chalet/for-sale/6940/durbuy/rbu89070,6940,Durbuy,Apartment,chalet,189000,for sale,2.0,70,2.0,1,0,1,1,774.0,774.0,4.0,0,1.0
2303,https://immovlan.be/en/detail/residence/for-sale/8930/menen/rwc40209,8930,Menen,House,residence,79900,for sale,2.0,80,1.0,0,0,0,0,0.0,61.0,2.0,0,1.0
2305,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd04085,1020,Laken,Apartment,apartment,224000,for sale,2.0,70,3.0,0,0,1,0,0.0,649.0,2.0,0,1.0
2306,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd89688,1070,Anderlecht,Apartment,apartment,190000,for sale,2.0,71,2.0,0,0,0,0,0.0,649.0,2.0,0,0.0
2307,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/rbv28190,1080,Sint-Jans-Molenbeek,Apartment,apartment,268000,for sale,3.0,113,2.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2308,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd85238,5590,Ciney,Apartment,apartment,280000,for sale,2.0,80,2.0,0,0,1,0,0.0,649.0,2.0,0,4.0
2309,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbv27881,2170,Merksem,House,residence,280000,for sale,2.0,97,2.0,0,0,0,1,33.0,109.0,2.0,0,1.0
2310,https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd80321,6940,Durbuy,House,residence,325000,for sale,4.0,145,2.0,0,0,1,1,255.0,856.0,4.0,0,4.0
2311,https://immovlan.be/en/detail/residence/for-sale/8434/westende/rbs94600,8434,Westende,House,residence,485000,for sale,3.0,186,2.0,0,0,1,1,255.0,413.0,3.0,0,4.0
2313,https://immovlan.be/en/detail/apartment/for-sale/6672/beho/vbd07597,6672,Beho,Apartment,apartment,179000,for sale,1.0,86,2.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2314,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd70821,1000,Brussels,Apartment,apartment,110000,for sale,1.0,60,2.0,0,0,0,0,0.0,649.0,3.0,0,0.0
2315,https://immovlan.be/en/detail/apartment/for-sale/3730/hoeselt/rbv26014,3730,Hoeselt,Apartment,apartment,330000,for sale,3.0,163,2.0,0,0,1,0,0.0,649.0,3.0,0,2.0
2316,https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbv05684,1600,Sint-Pieters-Leeuw,Apartment,apartment,490000,for sale,4.0,237,2.0,0,0,1,1,255.0,649.0,3.0,0,2.0
2317,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd85341,1040,Etterbeek,Apartment,apartment,1140000,for sale,4.0,170,2.0,0,0,1,1,111.0,649.0,2.0,0,4.0
2318,https://immovlan.be/en/detail/ground-floor/for-sale/1060/sint-gillis/vbd44638,1060,Sint-Gillis,Apartment,ground-floor,195000,for sale,3.0,128,2.0,0,0,0,0,0.0,649.0,2.0,0,1.0
2319,https://immovlan.be/en/detail/residence/for-sale/1190/vorst/vbd76142,1190,Vorst,House,residence,875000,for sale,5.0,294,2.0,0,0,1,1,60.0,134.0,2.0,0,0.0
2320,https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/rbu78598,1070,Anderlecht,House,residence,240000,for sale,3.0,103,1.0,0,0,1,1,255.0,139.0,2.0,0,0.0
